aX,aY,aZ,gX,gY,gZ
0.037,0.331,1.046,-308.777,14.954,41.809
0.060,0.374,0.890,-315.796,9.155,46.326
0.063,0.408,0.756,-316.101,0.977,49.927
0.036,0.426,0.665,-309.265,-6.775,52.979
0.028,0.422,0.635,-294.250,-11.292,54.321
0.005,0.412,0.623,-277.588,-13.000,51.575
-0.028,0.411,0.617,-265.198,-12.329,46.692
-0.038,0.415,0.615,-258.789,-12.207,42.358
-0.050,0.412,0.594,-258.179,-15.320,39.551
-0.048,0.429,0.521,-262.634,-16.418,38.452
-0.057,0.463,0.445,-269.897,-15.320,40.222
-0.059,0.455,0.351,-276.001,-16.785,45.471
-0.078,0.442,0.293,-276.550,-20.752,49.927
-0.096,0.424,0.240,-271.973,-27.649,52.124
-0.108,0.385,0.185,-265.503,-33.630,52.551
